samolot;data;trasa;premier
EMB-175;14.03.2018;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;18.03.2018;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;21.03.2018;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;23.03.2018;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;29.03.2018;WAW-SZY-WAW;dane/pmm.pdf
CASA;30.03.2018;EPWA-EPWR-EPWA;dane/pmm.pdf
EMB-175;06.04.2018;WAW-BUD-WAW;dane/pmm.pdf
EMB-175;15.04.2018;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;18.04.2018;WAW-WRO-KRK-WAW;dane/pmm.pdf
CASA;28.04.2018;EPWA-EPZG-EPOK-EPWA;dane/pmm.pdf
EMB-175;02.05.2018;WAW-RZE-WAW;dane/pmm.pdf
CASA;03.05.2018;EPWA-EPOK;dane/pmm.pdf
EMB-175;05.05.2018;WAW-KTW-WAW;dane/pmm.pdf
CASA;05.05.2018;EPOK-EPWA;dane/pmm.pdf
EMB-175;15.05.2018;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;17.05.2018;WAW-SOF-WAW;dane/pmm.pdf
EMB-175;20.05.2018;WAW-GDN-WAW;dane/pmm.pdf
EMB-175;23.05.2018;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;26.05.2018;LUZ-WRO;dane/pmm.pdf
EMB-175;30.05.2018;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;02.06.2018;WAW-SZZ-WRO-WAW;dane/pmm.pdf
EMB-175;03.06.2018;WAW-PLQ-TLL-WAW;dane/pmm.pdf
EMB-175;04.06.2018;WAW-CIA-WAW;dane/pmm.pdf
EMB-175;09.06.2018;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;13.06.2018;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;16.06.2018;WAW-SZZ-WMI;dane/pmm.pdf
CASA;18.06.2018;EPWA-EPKK-EPWA;dane/pmm.pdf
EMB-175;19.06.2018;WAW-TXL-WAW;dane/pmm.pdf
EMB-175;21.06.2018;WAW-BUD-WAW;dane/pmm.pdf
CASA;22.06.2018;EPWA-EPWR-EPWA;dane/pmm.pdf
CASA;25.06.2018;EPWA-EPOK-EPRA;dane/pmm.pdf
EMB-175;29.06.2018;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;30.06.2018;WAW-BZG-RZE-WAW;dane/pmm.pdf
EMB-175;04.07.2018;WAW-SXB-WAW;dane/pmm.pdf
EMB-175;06.07.2018;WAW-KLV-WAW;dane/pmm.pdf
EMB-175;06.07.2018;WAW-GDN;dane/pmm.pdf
CASA;08.07.2018;EPGD-EPKT;dane/pmm.pdf
CASA;09.07.2018;EPWR-EPWA;dane/pmm.pdf
EMB-175;10.07.2018;WAW-LTN-WAW;dane/pmm.pdf
EMB-175;13.07.2018;WAW-SZY-WAW;dane/pmm.pdf
CASA;15.07.2018;EPOK-EPLB-EPOK;dane/pmm.pdf
CASA;16.07.2018;EPOK-EPWA;dane/pmm.pdf
EMB-175;18.07.2018;BZG-KRK-WAW;dane/pmm.pdf
CASA;23.07.2018;EPOK-EPWA;dane/pmm.pdf
CASA;27.07.2018;EPWA-EPPO;dane/pmm.pdf
EMB-175;31.07.2018;WAW-IEG-WAW;dane/pmm.pdf
EMB-175;04.08.2018;GDN-KRK-GDN;dane/pmm.pdf
Gulfstream G-550;06.08.2018;EPOK-EPSC-EPKK-EPOK;dane/pmm.pdf
EMB-175;10.08.2018;GDN-WAW-GDN;dane/pmm.pdf
EMB-175;15.08.2018;WAW-RIX-WAW;dane/pmm.pdf
EMB-175;15.08.2018;GDN-WAW-GDN;dane/pmm.pdf
Gulfstream G-550;17.08.2018;EPOK-EPWA-EPOK;dane/pmm.pdf
Gulfstream G-550;19.08.2018;EPOK-EPWA, EPKK-EPWA;dane/pmm.pdf
Gulfstream G-550;23.08.2018;EPWA-EPBY;dane/pmm.pdf
CASA;27.08.2018;EPGD-EPWA;dane/pmm.pdf
EMB-175;29.08.2018;WAW-SZZ-WAW;dane/pmm.pdf
Gulfstream G-550;31.08.2018;EPWA-EPGD;dane/pmm.pdf
CASA;01.09.2018;EPGD-EPWA;dane/pmm.pdf
EMB-175;03.09.2018;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;06.09.2018;WAW-KRK, KTW-WAW;dane/pmm.pdf
Gulfstream G-550;08.09.2018;EPWA-EPWR;dane/pmm.pdf
W-3 Sokół;08.09.2018;EPWR-Kłodzko (JW.)-EPWR;dane/pmm.pdf
Gulfstream G-550;13.09.2018;EPWA-EPPO;dane/pmm.pdf
EMB-175;14.09.2018;POZ-KRK-WAW;dane/pmm.pdf
EMB-175;15.09.2018;WAW-IEG;dane/pmm.pdf
EMB-175;16.09.2018;SZZ-WAW;dane/pmm.pdf
EMB-175;17.09.2018;WAW-SZZ-WAW;dane/pmm.pdf
EMB-175;18.09.2018;WAW-OTP-KRK-WAW;dane/pmm.pdf
EMB-175;18.09.2018;KRK-WAW;dane/pmm.pdf
EMB-175;20.09.2018;KTW-LNZ-WAW;dane/pmm.pdf
EMB-175;19.09.2018;WAW-KTW;dane/pmm.pdf
Śmigłowiec W-3;21.09.2018;EPWA-Ostróda-EPWA;dane/pmm.pdf
Gulfstream G-550;23.09.2018;EPWA-EPLU;dane/pmm.pdf
W-3 Sokół;27.09.2018;EPWA-EPKA-EPWA;dane/pmm.pdf
EMB-175;28.09.2018;WAW-POZ-WAW;dane/pmm.pdf
Gulfstream G-550;30.09.2018;EPWR-EPBY;dane/pmm.pdf
Gulfstream G-550;01.10.2018;EPWA-EPLB;dane/pmm.pdf
EMB-175;01.10.2018;LUZ-WAW;dane/pmm.pdf
Gulfstream G-550;05.10.2018;EPWA-KTEB-EPWA;dane/pmm.pdf
Śmigłowiec W-3;05.10.2018;EPWA-Białystok (aeroklub)-EPWA;dane/pmm.pdf
Gulfstream G-550;06.10.2018;EPWA-EPLB;dane/pmm.pdf
Gulfstream G-550;07.10.2018;EPWA-EPRZ-EPWA;dane/pmm.pdf
Gulfstream G-550;09.10.2018;EPWA-EPKK-EPWA;dane/pmm.pdf
Śmigłowiec W-3;10.10.2018;EPWA-Białystok (aeroklub);dane/pmm.pdf
EMB-175;12.10.2018;WAW-POZ;dane/pmm.pdf
Śmigłowiec W-3;12.10.2018;EPPO-EPRU;dane/pmm.pdf
EMB-175;14.10.2018;WAW-KTW, KRK-WAW;dane/pmm.pdf
EMB-175;19.10.2018;WAW-BRU-WMI;dane/pmm.pdf
Gulfstream G-550;20.10.2018;EPWA-EPWR-EPWA;dane/pmm.pdf
EMB-175;25.10.2018;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;27.10.2018;WAW-PRG-LUZ-WAW;dane/pmm.pdf
Gulfstream G-550;29.10.2018;EPWA-EPKK-EPWA;dane/pmm.pdf
EMB-175;30.10.2018;WAW-BZG;dane/pmm.pdf
Gulfstream G-550;31.10.2018;EPWA-EPKK-EPKT-EPWA;dane/pmm.pdf
EMB-175;12.11.2018;KTW-WAW;dane/pmm.pdf
CASA;13.11.2018;EPKK-EPCE-EPWA;dane/pmm.pdf
EMB-175;13.11.2018;WAW-KTW;dane/pmm.pdf
EMB-175;14.11.2018;WAW-GDN-WAW;dane/pmm.pdf
EMB-175;15.11.2018;WAW-PRG-WAW;dane/pmm.pdf
EMB-175;16.11.2018;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;17.11.2018;WAW-HAM-WAW;dane/pmm.pdf
Gulfstream G-550;18.11.2018;EPWA-EPKK-EPWA;dane/pmm.pdf
EMB-175;25.11.2018;WRO-BRU-WAW;dane/pmm.pdf
EMB-175;29.11.2018;WAW-BTS-WAW;dane/pmm.pdf
Śmigłowiec W-3;30.11.2018;EPWA-EPKT-EPWA;dane/pmm.pdf
EMB-175;04.12.2018;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;14.12.2018;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;16.12.2018;WAW-KTW-WAW;dane/pmm.pdf
CASA;17.12.2018;EPWA-EPCE;dane/pmm.pdf
EMB-175;18.12.2018;GDN-VIE-KRK-WAW;dane/pmm.pdf
Gulfstream G-550;18.12.2018;EPKK-EPWA;dane/pmm.pdf
Gulfstream G-550;20.12.2018;EPWA-EGSS-EPWA;dane/pmm.pdf
Gulfstream G-550;21.12.2018;EPWA-EPWR-EPWA;dane/pmm.pdf
EMB-175;21.12.2018;WAW-KTW-WAW;dane/pmm.pdf
Gulfstream G-550;27.12.2018;EPWA-EPPO-EPWA;dane/pmm.pdf
EMB-175;18.01.2019;WAW-WRO-KRK-WAW;dane/pmm.pdf
Gulfstream G-550;19.01.2019;EPWA-EPGD-EPWA;dane/pmm.pdf
EMB-175;20.01.2019;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;24.01.2019;WAW-ZRH-WAW;dane/pmm.pdf
EMB-175;25.01.2019;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;27.01.2019;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;31.01.2019;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;07.02.2019;WAW-BTS-WAW;dane/pmm.pdf
CASA;09.02.2019;EPWA-EPRZ-EPWA;dane/pmm.pdf
Śmigłowiec W-3;09.02.2019;EPRZ-Huwniki-EPRZ;dane/pmm.pdf
Gulfstream G-550;18.02.2019;EPKK-EPWA;dane/pmm.pdf
Gulfstream G-550;25.02.2019;EPWA-HESH-EPWA;dane/pmm.pdf
Śmigłowiec W-3;28.02.2019;EPWA-Gołdap-EPSY-EPWA;dane/pmm.pdf
EMB-175;02.03.2019;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;03.03.2019;WAW-KTW-WAW;dane/pmm.pdf
G-550;09.03.2019;EPWA-EPRZ-EPWA;dane/pmm.pdf
EMB-175;15.03.2019;WAW-BUD-WAW;dane/pmm.pdf
EMB-175;16.03.2019;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;18.03.2019;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;22.03.2019;WAW-BRU-WRO-WAW;dane/pmm.pdf
Gulfstream G-550;23.03.2019;EPWR-EPWA;dane/pmm.pdf
Gulfstream G-550;30.03.2019;EPWA-EPGD-EPWA;dane/pmm.pdf
EMB-175;05.04.2019;WAW-SQQ, PLQ-WAW;dane/pmm.pdf
EMB-175;11.04.2019;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;12.04.2019;WAW-DBV-WAW;dane/pmm.pdf
EMB-175;15.04.2019;WAW-BRU-WAW;dane/pmm.pdf
Gulfstream G-550;18.04.2019;EPWA-KMDW-KTEB-EPKK;dane/pmm.pdf
CASA;18.04.2019;EPKK-EPWA;dane/pmm.pdf
EMB-175;25.04.2019;WAW-BTS-WAW;dane/pmm.pdf
EMB-175;24.04.2019;WAW-SZZ-WAW;dane/pmm.pdf
Gulfstream G-550;26.04.2019;EPWA-EPLB-EPWA;dane/pmm.pdf
EMB-175;27.04.2019;WAW-POZ-WAW;dane/pmm.pdf
Gulfstream G-550;02.05.2019;EPWA-EPSC-EPWA;dane/pmm.pdf
W3;05.05.2019;EPWA-Nadroże-EPWA;dane/pmm.pdf
EMB-175;09.05.2019;WAW-SBZ-WAW;dane/pmm.pdf
EMB-175;12.05.2019;WAW-BZG, WAW-SZZ-LCJ;dane/pmm.pdf
EMB-175;16.05.2019;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;18.05.2019;WAW-KTW;dane/pmm.pdf
Gulfstream G-550;20.05.2019;EPWA-EPZG-EPWA;dane/pmm.pdf
CASA;24.05.2019;EPRZ-EPWA;dane/pmm.pdf
EMB-175;29.05.2019;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;31.05.2019;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;05.06.2019;WAW-SOU-WAW;dane/pmm.pdf
EMB-175;12.06.2019;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;13.06.2019;WAW-BUD-WAW;dane/pmm.pdf
CASA;18.06.2019;EPKK-EPWA;dane/pmm.pdf
EMB-175;18.06.2019;WAW-KRK;dane/pmm.pdf
EMB-175;19.06.2019;WAW-LUZ-WAW;dane/pmm.pdf
EMB-175;21.06.2019;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;24.06.2019;GDN-DRS-WAW;dane/pmm.pdf
Gulfstream G-550;24.06.2019;EPWA-EPOK;dane/pmm.pdf
EMB-175;27.06.2019;WAW-SZZ-WAW;dane/pmm.pdf
EMB-175;28.06.2019;WAW-WRO;dane/pmm.pdf
EMB-175;28.06.2019;WRO-PRG-WAW;dane/pmm.pdf
EMB-175;29.06.2019;WAW-BZG-WAW;dane/pmm.pdf
CASA;30.06.2019;EPWA-EPLB-EPWA;dane/pmm.pdf
NA;NA;NA;dane/pmm.pdf
EMB-175;05.07.2019;WAW-POZ-KTW-WAW;dane/pmm.pdf
EMB-175;07.07.2019;KTW-GDN;dane/pmm.pdf
EMB-175;08.07.2019;WAW-KRK-WAW;dane/pmm.pdf
CASA;08.07.2019;EPGD-EPWA;dane/pmm.pdf
CASA;12.07.2019;EPWA-EPOK;dane/pmm.pdf
CASA;15.07.2019;EPOK-EPKT-EPOK-EPWA;dane/pmm.pdf
EMB-175;18.07.2019;WAW-KRK-WAW;dane/pmm.pdf
CASA;19.07.2019;EPWA-EPOK;dane/pmm.pdf
CASA;21.07.2019;EPOK-EPKT;dane/pmm.pdf
W-3 Sokół;26.07.2019;EPWR-EPWC-EPWR;dane/pmm.pdf
CASA;26.07.2019;EPWA-EPOK;dane/pmm.pdf
EMB-175;26.07.2019;WAW-WRO-WAW;dane/pmm.pdf
CASA;29.07.2019;EPOK-EPWA;dane/pmm.pdf
Gulfstream G-550;02.08.2019;EPWA-EPKT;dane/pmm.pdf
EMB-175;05.08.2019;WAW-KTW-WAW;dane/pmm.pdf
